Date,Adj Close,Close,High,Low,Open,Volume,Return,Log_Return,Volatility_20,SMA_20,SMA_50,Momentum_20,Volume_Change,Drawdown,Regime,Future_Return,Target,Signal,Position,Market_Return,Strategy_Return,Trade,Strategy_Return_After_Cost,Strategy_Equity,Buy_Hold_Equity
2015-04-24,8305.25,8305.25,8413.2998046875,8273.349609375,8405.7001953125,173600,-0.0110796002585623,-0.0111414361987288,0.1646426261201945,8551.29501953125,8666.9619921875,-0.0287280145251516,0.1128205128205128,-0.0768097818535501,0,-0.0110111309487974,2,2,0.0,-0.011079600258562361,-0.0,1.0,-0.001,104219.97307408034,95207.66436959029
2015-04-27,8213.7998046875,8213.7998046875,8334.4501953125,8202.349609375,8330.5498046875,171500,-0.0110111309487974,-0.0110722021738192,0.1681112426369568,8534.8375,8658.0169921875,-0.0385288902662225,-0.0120967741935483,-0.0869751502362095,0,0.0087413628764758,1,1,0.0,-0.011011130948797465,-0.0,0.0,-0.0,104219.97307408034,94159.32030988757
2015-04-28,8285.599609375,8285.599609375,8308.0,8185.14990234375,8215.5498046875,174600,0.0087413628764758,0.0087033783611285,0.1723337003562577,8522.577490234375,8653.2019921875,-0.0287429316038769,0.018075801749271,-0.0789940687091843,0,-0.0055336501323479,2,2,1.0,0.008741362876475867,0.008741362876475867,1.0,0.007741362876475867,105026.77770462334,94982.40109691862
2015-04-29,8239.75,8239.75,8308.2001953125,8219.2001953125,8274.7998046875,160400,-0.0055336501323479,-0.0055490174921902,0.1547183267641546,8517.457470703124,8646.68599609375,-0.0122750592868811,-0.0813287514318442,-0.084090593302765,0,-0.0070693892411783,2,2,0.0,-0.005533650132347967,-0.0,1.0,-0.001,104921.75092691871,94456.80172051793
2015-04-30,8181.5,8181.5,8229.400390625,8144.75,8224.5,267700,-0.0070693892411783,-0.0070944957684806,0.1563903162558977,8509.462451171876,8637.76798828125,-0.019169489910197,0.6689526184538654,-0.0905655134083646,0,0.0183890723354518,1,1,0.0,-0.007069389241178392,-0.0,0.0,-0.0,104921.75092691871,93789.04982267879
2015-05-04,8331.9501953125,8331.9501953125,8346.0,8220.4501953125,8230.0498046875,131700,0.0183890723354518,0.0182220379751438,0.1568631111408593,8501.444970703125,8630.17599609375,-0.0188817650180569,-0.5080313784086664,-0.0738418568500763,0,-0.0008581893143123,0,0,1.0,0.01838907233545184,0.01838907233545184,1.0,0.01738907233545184,106746.24284334917,95513.74344414132
2015-05-05,8324.7998046875,8324.7998046875,8355.650390625,8280.599609375,8338.400390625,155500,-0.0008581893143123,-0.0008585577695799,0.1568353746829428,8493.1349609375,8620.5619921875,-0.0195736892371334,0.1807137433561123,-0.074636675871891,0,-0.0273639979377319,2,2,1.0,-0.0008581893143123631,-0.0008581893143123631,0.0,-0.0008581893143123631,106654.63435839802,95431.7745701476
2015-05-06,8097.0,8097.0,8331.9501953125,8083.0,8316.599609375,209600,-0.0273639979377319,-0.0277453653883998,0.1764467687406572,8468.6724609375,8606.315,-0.0569806376474013,0.3479099678456592,-0.0999583159649853,2,-0.0049030746341237,0,0,0.0,-0.02736399793773192,-0.0,1.0,-0.001,106547.97972403961,92820.37968761598
2015-05-07,8057.2998046875,8057.2998046875,8122.60009765625,7997.14990234375,8077.0,161600,-0.0049030746341237,-0.0049151341398104,0.1712284161210936,8438.542431640624,8590.07900390625,-0.0695851636572933,-0.2290076335877863,-0.1043712875156315,2,0.0166557281676953,1,1,0.0,-0.004903074634123761,-0.0,0.0,-0.0,106547.97972403961,92365.27443843988
2015-05-08,8191.5,8191.5,8224.9501953125,8123.4501953125,8131.5,183100,0.0166557281676953,0.0165185427140141,0.1852942804521761,8415.10244140625,8576.0030078125,-0.0541320526148246,0.1330445544554455,-0.0894539391413088,2,0.016327900872856,1,1,1.0,0.01665572816769534,0.01665572816769534,1.0,0.015655728167695337,108216.06593141628,93903.68534162111
2015-05-11,8325.25,8325.25,8332.75,8224.650390625,8243.2001953125,192000,0.016327900872856,0.0161960341674642,0.1948552723524958,8395.644921875,8565.836015625,-0.0446560145484765,0.0486073184052431,-0.0745866333194386,2,-0.023819081071139,2,2,1.0,0.01632790087285607,0.01632790087285607,0.0,0.01632790087285607,109983.0071287949,95436.93540747497
2015-05-12,8126.9501953125,8126.9501953125,8326.650390625,8115.2998046875,8326.150390625,173400,-0.023819081071139,-0.0241073419925435,0.2059392021612977,8363.07744140625,8553.276015625,-0.0741999731003932,-0.096875,-0.0966291293247186,2,0.0133506416789144,1,1,0.0,-0.02381908107113906,-0.0,1.0,-0.001,109873.02412166611,93163.71530582327
2015-05-13,8235.4501953125,8235.4501953125,8254.9501953125,8089.7998046875,8181.5498046875,169800,0.0133506416789144,0.0132623072083406,0.2143892817371012,8335.832470703124,8542.74302734375,-0.0620589655656418,-0.0207612456747404,-0.0845685485271641,2,-0.0013660455388829,0,0,1.0,0.013350641678914421,0.013350641678914421,1.0,0.01235064167891442,111230.02647277154,94407.5106863477
2015-05-14,8224.2001953125,8224.2001953125,8236.25,8137.2998046875,8232.4501953125,134800,-0.0013660455388829,-0.0013669794296785,0.2117183975038598,8305.34248046875,8531.88203125,-0.0690287304377971,-0.2061248527679623,-0.0858190695776017,2,0.004638677701966,0,0,1.0,-0.0013660455388829762,-0.0013660455388829762,0.0,-0.0013660455388829762,111078.08119131856,94278.54572753757
2015-05-15,8262.349609375,8262.349609375,8279.2001953125,8212.2001953125,8240.2998046875,129800,0.004638677701966,0.0046279521918878,0.2094932116893599,8283.124951171874,8523.45203125,-0.0510354756646759,-0.0370919881305638,-0.0815784788800889,2,0.0134708389879449,1,0,1.0,0.004638677701966021,0.004638677701966021,0.0,0.004638677701966021,111593.33660971791,94715.87351537768
2015-05-18,8373.650390625,8373.650390625,8384.599609375,8271.9501953125,8284.9501953125,148700,0.0134708389879449,0.0133809139137836,0.2139864637997254,8271.507470703125,8514.033046875,-0.0269985602341389,0.1456086286594762,-0.0692065704460191,2,-0.00095537783724,0,0,1.0,0.013470838987944989,0.013470838987944989,0.0,0.013470838987944989,113096.59247931496,95991.77579710589
2015-05-19,8365.650390625,8365.650390625,8427.7998046875,8335.0,8356.2001953125,140300,-0.00095537783724,-0.0009558345015271,0.2041741895585253,8267.385009765625,8502.2110546875,-0.0097594988887802,-0.0564895763281775,-0.0700958298596637,2,0.0068852517957898,1,0,1.0,-0.0009553778372400901,-0.0009553778372400901,0.0,-0.0009553778372400901,112988.54250139285,95900.06738195202
2015-05-20,8423.25,8423.25,8440.349609375,8391.4501953125,8392.650390625,123600,0.0068852517957898,0.0068616566932103,0.2035398264494492,8269.660009765625,8490.7510546875,0.005431052490227,-0.1190306486101211,-0.0636932055022926,2,-0.0002671177989493,0,0,1.0,0.006885251795789804,0.006885251795789804,0.0,0.006885251795789804,113766.49706655424,96560.36349310995
2015-05-21,8421.0,8421.0,8446.349609375,8382.5,8434.5,143800,-0.0002671177989493,-0.000267153481263,0.2023395767845232,8269.225,8480.718046875,-0.0010320883437038,0.1634304207119741,-0.0639433097123801,2,0.004506613859696,0,0,1.0,-0.00026711779894939003,-0.00026711779894939003,0.0,-0.00026711779894939003,113736.10801026363,96534.57050134793
2015-05-22,8458.9501953125,8458.9501953125,8489.5498046875,8420.599609375,8432.5,187300,0.004506613859696,0.0044964894818342,0.2024626235881848,8272.25751953125,8471.14205078125,0.0072217463100268,0.3025034770514603,-0.0597248636584688,2,-0.0104859578629098,2,0,1.0,0.004506613859696085,0.004506613859696085,0.0,0.004506613859696085,114248.67273097059,96969.61453470911
2015-05-25,8370.25,8370.25,8441.9501953125,8364.150390625,8438.150390625,121300,-0.0104859578629098,-0.0105413228961067,0.2020212018729033,8275.50751953125,8463.41205078125,0.0078263748833569,-0.3523758675920982,-0.0695845491176879,2,-0.0036916926764433,0,0,1.0,-0.010485957862909845,-0.010485957862909845,0.0,-0.010485957862909845,113050.66596282025,95952.79524271555
2015-05-26,8339.349609375,8339.349609375,8378.900390625,8320.0498046875,8377.099609375,116800,-0.0036916926764433,-0.0036985237912854,0.1981305514834139,8281.785009765625,8455.958046875,0.0152852282345439,-0.0370981038746908,-0.0730193570237599,2,-0.0005695887835976,0,0,1.0,-0.0036916926764433144,-0.0036916926764433144,0.0,-0.0036916926764433144,112633.31764721827,95598.56701123375
2015-05-27,8334.599609375,8334.599609375,8342.849609375,8277.9501953125,8302.75,165500,-0.0005695887835976,-0.0005697510609127,0.1959206454214933,8284.235009765625,8448.65103515625,0.0059138749529432,0.4169520547945204,-0.0735473548006113,2,-0.0018716687190891,0,0,1.0,-0.0005695887835976965,-0.0005695887835976965,0.0,-0.0005695887835976965,112569.16297282702,95544.11513973614
2015-05-28,8319.0,8319.0,8364.5,8270.150390625,8345.7001953125,232300,-0.0018716687190891,-0.0018734224796336,0.1948983090981845,8288.197509765625,8439.51103515625,0.0096180102551655,0.4036253776435046,-0.0752813672363484,2,0.0137817514875586,1,0,1.0,-0.00187166871908917,-0.00187166871908917,0.0,-0.00187166871908917,112358.47079175674,95365.28820813604
2015-05-29,8433.650390625,8433.650390625,8443.900390625,8305.7001953125,8327.099609375,363900,0.0137817514875586,0.0136876467831972,0.1981222071849625,8300.805029296875,8435.22904296875,0.0308195796155961,0.566508824795523,-0.0625371248436849,2,-2.964315431874809e-05,0,0,1.0,0.013781751487558669,0.013781751487558669,0.0,0.013781751487558669,113906.96731373084,96679.58891075998
2015-06-01,8433.400390625,8433.400390625,8467.150390625,8405.400390625,8417.25,122200,-2.964315431874809e-05,-2.9643593685729908e-05,0.1880488540988738,8305.8775390625,8431.23404296875,0.0121760443754903,-0.6641934597416872,-0.0625649142003612,2,-0.0233535924051987,2,0,1.0,-2.964315431874809e-05,-2.964315431874809e-05,0.0,-2.964315431874809e-05,113903.59075192078,96676.72302278642
2015-06-02,8236.4501953125,8236.4501953125,8445.349609375,8226.0498046875,8442.7998046875,146800,-0.0233535924051987,-0.0236306089312696,0.2068343725338431,8301.46005859375,8421.49705078125,-0.0106128209023419,0.2013093289689034,-0.0844573911004585,2,-0.0123050701762186,2,2,1.0,-0.023353592405198742,-0.023353592405198742,0.0,-0.023353592405198742,111243.53272001186,94418.97423824198
2015-06-03,8135.10009765625,8135.10009765625,8236.7001953125,8094.14990234375,8232.4501953125,171400,-0.0123050701762186,-0.0123814043972364,0.1861840982197296,8303.365063476562,8410.481044921875,0.0047054585224466,0.1675749318801089,-0.0957232071522856,2,-0.0005470363313393,0,0,0.0,-0.012305070176218624,-0.0,1.0,-0.001,111132.28918729186,93257.14213427385
2015-06-04,8130.64990234375,8130.64990234375,8160.0498046875,8056.75,8155.14990234375,154700,-0.0005470363313393,-0.0005471860103022,0.1852247892155046,8307.032568359375,8400.40103515625,0.0091035581937235,-0.0974329054842473,-0.0962178794115603,0,-0.0019616767691168,0,0,0.0,-0.0005470363313393456,-0.0,0.0,-0.0,111132.28918729186,93206.12708936952
2015-06-05,8114.7001953125,8114.7001953125,8191.0,8100.14990234375,8119.14990234375,162100,-0.0019616767691168,-0.0019636033769903,0.1753167593020271,8303.192578125,8391.27703125,-0.0093755483962033,0.0478345184227537,-0.0979908078018618,0,-0.0086941342588976,2,2,0.0,-0.001961676769116849,-0.0,0.0,-0.0,111132.28918729186,93023.28679511895
2015-06-08,8044.14990234375,8044.14990234375,8131.0,8030.5498046875,8124.35009765625,135900,-0.0086941342588976,-0.0087321487398675,0.1659658695574704,8289.137573242188,8381.142021484375,-0.0337647635393831,-0.161628624305984,-0.1058329968215923,0,-0.0027038282806817,0,0,0.0,-0.008694134258897646,-0.0,0.0,-0.0,111132.28918729186,92214.52985051824
2015-06-09,8022.39990234375,8022.39990234375,8057.14990234375,8005.14990234375,8026.5,136000,-0.0027038282806817,-0.0027074902267056,0.1435445143540554,8283.91005859375,8370.731015625,-0.0128646405424083,0.0007358351729211,-0.1082506708524385,0,0.0127206689034458,1,1,0.0,-0.0027038282806817193,-0.0,0.0,-0.0,111132.28918729186,91965.19759681865
2015-06-10,8124.4501953125,8124.4501953125,8152.25,8023.7998046875,8024.14990234375,136800,0.0127206689034458,0.0126404408480797,0.1427601067620749,8278.36005859375,8362.6040234375,-0.0134783159836459,0.0058823529411764,-0.0969070228914825,0,-0.0195828756200689,2,2,1.0,0.012720668903445809,0.012720668903445809,1.0,0.011720668903445808,112434.83395333811,93135.05642608774
2015-06-11,7965.35009765625,7965.35009765625,8163.0498046875,7958.25,8157.2998046875,166200,-0.0195828756200689,-0.0197771607529252,0.1580735550386563,8265.417553710937,8355.068017578125,-0.0314741970658478,0.2149122807017542,-0.1145921803355565,0,0.0022032684655837,0,0,0.0,-0.019582875620068996,-0.0,1.0,-0.001,112322.39911938478,91311.20420022757
2015-06-12,7982.89990234375,7982.89990234375,7995.60009765625,7940.2998046875,7959.85009765625,136600,0.0022032684655837,0.0022008448289133,0.1570368365523031,8251.445068359375,8347.8980078125,-0.0338220627597467,-0.1780986762936222,-0.1126413892073086,0,0.0038833006024412,0,0,0.0,0.0022032684655837187,0.0,0.0,0.0,112322.39911938478,91512.38729699641
2015-06-15,8013.89990234375,8013.89990234375,8057.7001953125,7944.85009765625,7986.60009765625,133000,0.0038833006024412,0.0038757800540692,0.1482948720657028,8233.457543945313,8338.330009765625,-0.0429622054300261,-0.0263543191800877,-0.1091955089794358,0,0.0041677463845015,0,0,0.0,0.003883300602441242,0.0,0.0,0.0,112322.39911938478,91867.75740571768
2015-06-16,8047.2998046875,8047.2998046875,8061.85009765625,7952.35009765625,8004.2001953125,124000,0.0041677463845015,0.0041590853857635,0.1499640938070028,8217.540014648437,8329.456005859374,-0.0380544932040503,-0.0676691729323308,-0.1054828617826871,0,0.00549873884085,1,1,0.0,0.004167746384501569,0.0,0.0,0.0,112322.39911938478,92250.63891949762
2015-06-17,8091.5498046875,8091.5498046875,8136.85009765625,8048.9501953125,8084.2001953125,152500,0.00549873884085,0.005483675969067,0.1489678976862999,8200.955004882813,8319.562001953125,-0.0393791227035289,0.2298387096774192,-0.1005641456509657,0,0.0102638301652222,1,1,1.0,0.005498738840850059,0.005498738840850059,1.0,0.004498738840850059,112827.70825900063,92757.9010908175
2015-06-18,8174.60009765625,8174.60009765625,8186.89990234375,8101.7998046875,8113.7001953125,144800,0.0102638301652222,0.0102115147270589,0.1551097907880846,8188.635009765625,8309.85599609375,-0.0292601712793908,-0.0504918032786885,-0.0913324887974156,0,0.0061593346530415,1,1,1.0,0.010263830165222254,0.010263830165222254,0.0,0.010263830165222254,113985.75269450227,93709.95243409614
2015-06-19,8224.9501953125,8224.9501953125,8250.7998046875,8195.650390625,8201.150390625,147100,0.0061593346530415,0.0061404434830307,0.1560574695860989,8176.935009765625,8301.14900390625,-0.0276630071813959,0.0158839779005524,-0.0857357015075725,0,0.0155805702185933,1,0,1.0,0.006159334653041526,0.006159334653041526,0.0,0.006159334653041526,114687.82909102652,94287.14339145833
2015-06-22,8353.099609375,8353.099609375,8369.4501953125,8257.400390625,8259.2998046875,122700,0.0155805702185933,0.0154604393327622,0.1630014023055392,8176.077490234375,8293.92298828125,-0.0020489699381739,-0.1658735554044867,-0.0714909424065582,0,0.0034059446963339,0,0,1.0,0.015580570218593381,0.015580570218593381,0.0,0.015580570218593381,116474.7308653973,95756.19084977954
2015-06-23,8381.5498046875,8381.5498046875,8398.4501953125,8334.9501953125,8377.4501953125,131700,0.0034059446963339,0.0034001576033196,0.1628719108959912,8178.1875,8285.98798828125,0.0050603700875015,0.0733496332518337,-0.0683284919063498,0,-0.0024697336166782,0,0,1.0,0.003405944696333929,0.003405944696333929,0.0,0.003405944696333929,116871.43735724523,96082.3311401455
2015-06-24,8360.849609375,8360.849609375,8421.349609375,8338.900390625,8399.400390625,130100,-0.0024697336166782,-0.0024727884395158,0.1631391816015852,8179.5,8277.59798828125,0.0031495214203778,-0.0121488230827638,-0.0706294723495901,0,0.0044433750588388,0,0,1.0,-0.002469733616678238,-0.002469733616678238,0.0,-0.002469733616678238,116582.79603957453,95845.03337695987
2015-06-25,8398.0,8398.0,8423.150390625,8329.5,8336.25,201200,0.0044433750588388,0.0044335324134881,0.1636333182848967,8183.45,8268.87798828125,0.0094963336939535,0.5465026902382784,-0.0664999305266083,0,-0.0020124304149797,0,0,1.0,0.00444337505883885,0.00444337505883885,0.0,0.00444337505883885,117100.81712778649,96270.90880778064
2015-06-26,8381.099609375,8381.099609375,8408.5498046875,8339.7001953125,8393.9501953125,110600,-0.0020124304149797,-0.0020144580738723,0.1561350116327348,8180.8224609375,8262.3659765625,-0.0062310836726664,-0.4502982107355865,-0.0683785344588022,0,-0.0074810253632906,2,2,1.0,-0.0020124304149797823,-0.0020124304149797823,0.0,-0.0020124304149797823,116865.15988177955,96077.17030281811
2015-06-29,8318.400390625,8318.400390625,8329.4501953125,8195.650390625,8247.0498046875,132000,-0.0074810253632906,-0.0075091485816652,0.158198919399741,8175.0724609375,8256.613984375,-0.0136362552082597,0.1934900542495479,-0.075348018271502,0,0.0060227456028039,1,1,0.0,-0.00748102536329065,-0.0,1.0,-0.001,116748.29472189776,95358.41455494952
2015-06-30,8368.5,8368.5,8378.0,8298.9501953125,8316.349609375,158500,0.0060227456028039,0.0060046813650915,0.1343731632930651,8181.674951171875,8255.0219921875,0.0160323685029566,0.2007575757575757,-0.0697790746144226,0,0.0101033404657346,1,0,1.0,0.006022745602803914,0.006022745602803914,1.0,0.005022745602803914,117334.69170584704,95932.7340269007
2015-07-01,8453.0498046875,8453.0498046875,8481.599609375,8370.150390625,8376.25,131800,0.0101033404657346,0.0100526429119175,0.1286709782383847,8197.572436523438,8256.52798828125,0.0390836871353128,-0.1684542586750789,-0.0603807358969015,0,-0.000964079740543,0,0,1.0,0.01010334046573469,0.01010334046573469,0.0,0.01010334046573469,118520.16404459324,96901.97510058325
2015-07-02,8444.900390625,8444.900390625,8479.25,8433.2001953125,8471.9501953125,112000,-0.000964079740543,-0.0009645447643201,0.1287854649413789,8213.2849609375,8256.8319921875,0.0386501069478668,-0.1502276176024279,-0.0612866037932472,0,0.0047365863597876,0,0,1.0,-0.0009640797405430224,-0.0009640797405430224,0.0,-0.0009640797405430224,118405.90115559202,96808.55386957017
2015-07-03,8484.900390625,8484.900390625,8497.75,8424.150390625,8440.099609375,88400,0.0047365863597876,0.0047254040314225,0.1283145004962031,8231.794970703126,8258.56400390625,0.0456209331709318,-0.2107142857142857,-0.0568403067250242,0,0.0043901517148223,0,0,1.0,0.004736586359787687,0.004736586359787687,0.0,0.004736586359787687,118966.74093192397,97267.09594533955
2015-07-06,8522.150390625,8522.150390625,8533.150390625,8386.150390625,8386.150390625,101500,0.0043901517148223,0.0043805431106717,0.1217288777466498,8255.694995117188,8262.90201171875,0.0594221259031957,0.1481900452488687,-0.0526996925802417,0,-0.001331892235789,0,0,1.0,0.004390151714822377,0.004390151714822377,0.0,0.004390151714822377,119489.02297363308,97694.11325339977
