Date,Close,Actual,Future_Return,Prediction,HOLD_Probability,BUY_Probability,SELL_Probability,Regime
2025-05-28,24752.44921875,0,0.003278479228775888,2,0.34261304,0.29093477,0.36645222,0
2025-05-29,24833.599609375,0,-0.00333823496911434,0,0.46061692,0.31485343,0.2245296,0
2025-05-30,24750.69921875,0,-0.0013777230725331435,0,0.79023325,0.15607947,0.05368727,0
2025-06-02,24716.599609375,2,-0.007043833380258491,0,0.79117537,0.11880847,0.09001609,0
2025-06-03,24542.5,0,0.003165904807986175,0,0.57804984,0.17890455,0.24304563,0
2025-06-04,24620.19921875,1,0.005308696762106768,0,0.61344033,0.24237943,0.14418025,0
2025-06-05,24750.900390625,1,0.01018752395450262,0,0.6606414,0.20706849,0.13229012,0
2025-06-06,25003.05078125,0,0.004005448710087123,0,0.6615855,0.25086024,0.087554194,0
2025-06-09,25103.19921875,0,4.18584595869298e-05,0,0.6471393,0.22257516,0.13028555,2
2025-06-10,25104.25,0,0.0014798446727146697,0,0.6044723,0.11768492,0.2778428,2
2025-06-11,25141.400390625,2,-0.010071084662786611,0,0.6078512,0.25305504,0.13909373,2
2025-06-12,24888.19921875,2,-0.006814458847919758,2,0.3675779,0.1734005,0.45902157,2
2025-06-13,24718.599609375,1,0.00921979376770854,0,0.48772395,0.24878205,0.26349404,2
2025-06-16,24946.5,0,-0.0037319707924959866,0,0.6506277,0.21778254,0.13158974,2
2025-06-17,24853.400390625,0,-0.0016637405234334324,0,0.4370824,0.26118013,0.30173746,1
2025-06-18,24812.05078125,0,-0.0007577278241026608,0,0.47309038,0.1418371,0.3850725,2
2025-06-19,24793.25,1,0.01287247095983779,0,0.76635885,0.05843271,0.17520839,1
2025-06-20,25112.400390625,2,-0.0055948454872697395,0,0.6126578,0.3361792,0.051162973,2
2025-06-23,24971.900390625,0,0.0029012296868362597,0,0.5410909,0.13179284,0.32711622,1
2025-06-24,25044.349609375,1,0.008001820520425307,1,0.35775173,0.4104215,0.23182677,2
2025-06-25,25244.75,1,0.012052010814129765,0,0.67307705,0.17075844,0.15616447,1
2025-06-26,25549.0,0,0.003475704773181043,0,0.50208193,0.26644957,0.23146845,2
2025-06-27,25637.80078125,0,-0.004709842354665206,0,0.74968094,0.12137837,0.12894072,1
2025-06-30,25517.05078125,0,0.0009699396772837598,0,0.68439656,0.16130643,0.15429701,2
2025-07-01,25541.80078125,0,-0.0034610085397696055,0,0.60650134,0.24332656,0.15017207,1
2025-07-02,25453.400390625,0,-0.00188971251922454,0,0.5385803,0.10024065,0.36117902,2
2025-07-03,25405.30078125,0,0.0021924250859925998,0,0.5960556,0.10378418,0.30016023,1
2025-07-04,25461.0,0,1.1813410706551508e-05,0,0.4330426,0.3123014,0.25465608,2
2025-07-07,25461.30078125,0,0.0024036171315751087,0,0.5591188,0.27198175,0.16889942,1
2025-07-08,25522.5,0,-0.00181801902732881,0,0.51479816,0.12956658,0.35563526,2
2025-07-09,25476.099609375,0,-0.004743646446198069,0,0.74205714,0.07526449,0.18267839,1
2025-07-10,25355.25,2,-0.008100901810276007,0,0.65034324,0.24921156,0.10044521,2
2025-07-11,25149.849609375,0,-0.002685854157148504,0,0.5680898,0.17511602,0.2567942,1
2025-07-14,25082.30078125,0,0.004525103218794291,0,0.681742,0.11249441,0.20576355,2
2025-07-15,25195.80078125,0,0.0006449487413033861,0,0.60313135,0.1605767,0.23629197,0
