Date,Close,Actual,Future_Return,Prediction,HOLD_Probability,BUY_Probability,SELL_Probability,Regime,Volatility_20,Desired_Position,Position,Market_Return,Strategy_Return,Trade,Transaction_Cost,Strategy_Return_After_Cost,Strategy_Equity,Buy_Hold_Equity
2024-08-02,24717.69921875,2,-0.0267864578946228,0,0.61526215,0.21377908,0.17095873,1,0.0996814102198627,0.0,0.0,-0.0267864578946228,-0.0,0.0,0.0,-0.0,99946.61656922277,103331.7590577688
2024-08-05,24055.599609375,0,-0.0026209626510589,1,0.11230839,0.82560456,0.062087063,2,0.1407577096573955,0.75,0.0,-0.0026209626510589,-0.0,0.0,0.0,-0.0,99946.61656922277,103060.93037661015
2024-08-06,23992.55078125,1,0.0127101624804444,1,0.32230628,0.5936478,0.08404593,2,0.1409366018138687,0.25,0.75,0.0127101624804444,0.0095326218603333,0.75,0.00075,0.008782621860333299,100824.40990876997,104370.85154708264
2024-08-07,24297.5,2,-0.007428747813561,1,0.2502197,0.47301847,0.27676183,2,0.1476391223494868,0.0,0.25,-0.007428747813561,-0.00185718695339025,0.5,0.0005,-0.0023571869533902503,100586.74792514974,103595.50681185274
2024-08-08,24117.0,1,0.0103868640378157,1,0.40372187,0.46958598,0.12669213,2,0.1491399515618831,0.0,0.0,0.0103868640378157,0.0,0.25,0.00025,-0.00025,100561.60123816847,104671.53925603608
2024-08-09,24367.5,0,-0.0008412844977941,1,0.17070752,0.4993482,0.32994425,2,0.1539577163994003,0.0,0.0,-0.0008412844977941,-0.0,0.0,0.0,-0.0,100561.60123816847,104583.48071269972
2024-08-12,24347.0,2,-0.0085431469996303,0,0.5274367,0.3818441,0.09071918,2,0.1513828651877366,0.0,0.0,-0.0085431469996303,-0.0,0.0,0.0,-0.0,100561.60123816847,103690.00866323811
2024-08-13,24139.0,0,0.0001967769998756,0,0.36805257,0.34711918,0.28482822,2,0.1534227694857367,0.0,0.0,0.0001967769998756,0.0,0.0,0.0,0.0,100561.60123816847,103710.41247205995
2024-08-14,24143.75,1,0.0164597624902924,0,0.41055945,0.3157957,0.27364483,2,0.1533040481075146,0.0,0.0,0.0164597624902924,0.0,0.0,0.0,0.0,100561.60123816847,105417.46122912032
2024-08-16,24541.150390625,0,0.0012835584110202,2,0.29814878,0.2514537,0.45039758,2,0.1626120905792405,0.0,0.0,0.0012835584110202,0.0,0.0,0.0,0.0,100561.60123816847,105552.77069814937
2024-08-19,24572.650390625,1,0.0051357593399101,0,0.42051148,0.38516453,0.19432396,2,0.1579475775709012,0.0,0.0,0.0051357593399101,0.0,0.0,0.0,0.0,100561.60123816847,106094.86432611578
2024-08-20,24698.849609375,0,0.0028887826964991,0,0.54801416,0.34625763,0.10572822,2,0.1588951699811076,0.0,0.0,0.0028887826964991,0.0,0.0,0.0,0.0,100561.60123816847,106401.34933436848
2024-08-21,24770.19921875,0,0.0016673576536574,0,0.6002529,0.2386395,0.16110757,2,0.1590111623491514,0.0,0.0,0.0016673576536574,0.0,0.0,0.0,0.0,100561.60123816847,106578.75843854064
2024-08-22,24811.5,0,0.0004695560778267,0,0.5068287,0.2971103,0.19606099,2,0.1585726641952731,0.0,0.0,0.0004695560778267,0.0,0.0,0.0,0.0,100561.60123816847,106628.80314233268
2024-08-23,24823.150390625,1,0.007551387144671,0,0.5400988,0.31599215,0.14390904,2,0.1585245306332283,0.0,0.0,0.007551387144671,0.0,0.0,0.0,0.0,100561.60123816847,107433.99851563336
2024-08-26,25010.599609375,0,0.000285894410237,0,0.5927476,0.118692644,0.2885597,2,0.1483768186861658,0.0,0.0,0.000285894410237,0.0,0.0,0.0,0.0,100561.60123816847,107464.7132952784
2024-08-27,25017.75,0,0.0013830024432652,0,0.52664775,0.30095118,0.17240109,1,0.1483728104242977,0.0,0.0,0.0013830024432652,0.0,0.0,0.0,0.0,100561.60123816847,107613.33725633057
2024-08-28,25052.349609375,0,0.0039756594063229,0,0.6884895,0.22479713,0.08671339,2,0.1484077874587406,0.0,0.0,0.0039756594063229,0.0,0.0,0.0,0.0,100561.60123816847,108041.17123283952
2024-08-29,25151.94921875,0,0.0033377600735777,0,0.8497697,0.08487974,0.06535055,1,0.1484696373043698,0.0,0.0,0.0033377600735777,0.0,0.0,0.0,0.0,100561.60123816847,108401.78674048306
2024-08-30,25235.900390625,0,0.0016959501132323,0,0.8964979,0.0636272,0.03987491,2,0.1486742822408816,0.0,0.0,0.0016959501132323,0.0,0.0,0.0,0.0,100561.60123816847,108585.63076298017
2024-09-02,25278.69921875,0,4.550829989491412e-05,0,0.8122054,0.15044284,0.037351824,1,0.1414813965241284,0.0,0.0,4.550829989491412e-05,0.0,0.0,0.0,0.0,100561.60123816847,108590.57231042921
2024-09-03,25279.849609375,0,-0.0032100820170585,0,0.7847566,0.08032026,0.13492312,2,0.0945467869057855,0.0,0.0,-0.0032100820170585,-0.0,0.0,0.0,-0.0,100561.60123816847,108241.98766703342
2024-09-04,25198.69921875,0,-0.0021270784221717,0,0.5996309,0.039495233,0.36087388,1,0.0949922381690068,0.0,0.0,-0.0021270784221717,-0.0,0.0,0.0,-0.0,100561.60123816847,108011.74847069388
2024-09-05,25145.099609375,2,-0.0116503502989019,0,0.8074775,0.08504513,0.10747738,2,0.0882249648428213,0.0,0.0,-0.0116503502989019,-0.0,0.0,0.0,-0.0,100561.60123816847,106753.3737646134
2024-09-06,24852.150390625,0,0.0033900486950126,2,0.45635647,0.05597083,0.4876727,1,0.0951285300400686,0.0,0.0,0.0033900486950126,0.0,0.0,0.0,0.0,100561.60123816847,107115.27290003233
2024-09-09,24936.400390625,0,0.0041986500501236,0,0.8251123,0.08607439,0.08881331,2,0.08960956403215,0.0,0.0,0.0041986500501236,0.0,0.0,0.0,0.0,100561.60123816847,107565.01244596306
2024-09-10,25041.099609375,0,-0.0048979634496194,0,0.8600266,0.040644582,0.09932886,1,0.0899028051643929,0.0,0.0,-0.0048979634496194,-0.0,0.0,0.0,-0.0,100561.60123816847,107038.1629465449
2024-09-11,24918.44921875,1,0.0188796328272711,0,0.88375854,0.03342087,0.08282061,2,0.0853238512021083,0.0,0.0,0.0188796328272711,0.0,0.0,0.0,0.0,100561.60123816847,109059.00416148127
2024-09-12,25388.900390625,0,-0.0012761636040355,0,0.901878,0.052020896,0.046101116,1,0.1044616738917551,0.0,0.0,-0.0012761636040355,-0.0,0.0,0.0,-0.0,100561.60123816847,108919.82702967802
2024-09-13,25356.5,0,0.0010746751326089,0,0.81651247,0.10085232,0.082635276,2,0.0914733620161504,0.0,0.0,0.0010746751326089,0.0,0.0,0.0,0.0,100561.60123816847,109036.88045923488
2024-09-16,25383.75,0,0.0013709866056039,0,0.7757466,0.133571,0.09068238,1,0.0914869909375903,0.0,0.0,0.0013709866056039,0.0,0.0,0.0,0.0,100561.60123816847,109186.36856186132
2024-09-17,25418.55078125,0,-0.0016129951842196,0,0.77089745,0.058087874,0.17101464,2,0.0905484239117541,0.0,0.0,-0.0016129951842196,-0.0,0.0,0.0,-0.0,100561.60123816847,109010.25147518862
2024-09-18,25377.55078125,0,0.0015072376499098,0,0.875697,0.062529735,0.0617733,1,0.0910009997203952,0.0,0.0,0.0015072376499098,0.0,0.0,0.0,0.0,100561.60123816847,109174.55583043816
2024-09-19,25415.80078125,1,0.0147604413777415,0,0.8759609,0.054484785,0.06955431,2,0.0909921720722327,0.0,0.0,0.0147604413777415,0.0,0.0,0.0,0.0,100561.60123816847,110786.0204617143
2024-09-20,25790.94921875,1,0.0057423850996662,0,0.83453274,0.14274144,0.022725778,1,0.102655487675588,0.0,0.0,0.0057423850996662,0.0,0.0,0.0,0.0,100561.60123816847,111422.19645486497
2024-09-23,25939.05078125,0,5.203002169906768e-05,0,0.8305986,0.14934559,0.020055776,2,0.1015449795871144,0.0,0.0,5.203002169906768e-05,0.0,0.0,0.0,0.0,100561.60123816847,111427.99375416427
2024-09-24,25940.400390625,0,0.0024575565157058,0,0.5522441,0.38720986,0.06054596,1,0.1015952892618164,0.0,0.0,0.0024575565157058,0.0,0.0,0.0,0.0,100561.60123816847,111701.83434624685
2024-09-25,26004.150390625,1,0.008148714241454,0,0.9166551,0.046424,0.03692084,1,0.1016065848724357,0.0,0.0,0.008148714241454,0.0,0.0,0.0,0.0,100561.60123816847,112612.06067458064
2024-09-26,26216.05078125,0,-0.0014152231703233,0,0.7273478,0.24189958,0.030752629,1,0.1037887903957066,0.0,0.0,-0.0014152231703233,-0.0,0.0,0.0,-0.0,100561.60123816847,112452.68947705613
2024-09-27,26178.94921875,2,-0.0140609008520233,0,0.85922056,0.09499088,0.045788627,1,0.1043908859908465,0.0,0.0,-0.0140609008520233,-0.0,0.0,0.0,-0.0,100561.60123816847,110871.50335977589
2024-09-30,25810.849609375,0,-0.0005404401234794,0,0.63789916,0.19838598,0.16371484,2,0.1188434854131986,0.0,0.0,-0.0005404401234794,-0.0,0.0,0.0,-0.0,100561.60123816847,110811.58395080979
2024-10-01,25796.900390625,2,-0.0211963752609873,0,0.66865546,0.22217463,0.1091699,2,0.1189268219789121,0.0,0.0,-0.0211963752609873,-0.0,0.0,0.0,-0.0,100561.60123816847,108462.78003412404
2024-10-03,25250.099609375,2,-0.0093266958801446,1,0.34151548,0.44621414,0.21227033,2,0.1427001673253813,0.0,0.0,-0.0093266958801446,-0.0,0.0,0.0,-0.0,100561.60123816847,107451.18067043075
2024-10-04,25014.599609375,2,-0.0087488751686026,2,0.3187958,0.30602625,0.3751779,2,0.1464669880852685,0.0,0.0,-0.0087488751686026,-0.0,0.0,0.0,-0.0,100561.60123816847,106511.10370402619
2024-10-07,24795.75,1,0.0087676473034692,2,0.16574767,0.23651075,0.59774154,2,0.1437701182710726,0.0,0.0,0.0087676473034692,0.0,0.0,0.0,0.0,100561.60123816847,107444.95549520632
2024-10-08,25013.150390625,0,-0.0012473907279866,1,0.30721626,0.3943871,0.29839665,2,0.146716697615265,0.0,0.0,-0.0012473907279866,-0.0,0.0,0.0,-0.0,100561.60123816847,107310.92965395265
2024-10-09,24981.94921875,0,0.0006604768849507,2,0.1969127,0.30779642,0.49529088,2,0.1460005906300947,0.0,0.0,0.0006604768849507,0.0,0.0,0.0,0.0,100561.60123816847,107381.80604249168
2024-10-10,24998.44921875,0,-0.0013680536120755,1,0.30355468,0.37982878,0.3166165,2,0.1449106647689249,0.0,0.0,-0.0013680536120755,-0.0,0.0,0.0,-0.0,100561.60123816847,107234.90197486406
2024-10-11,24964.25,1,0.0065573457544287,0,0.5686411,0.27942878,0.15193011,2,0.127288284718342,0.0,0.0,0.0065573457544287,0.0,0.0,0.0,0.0,100561.60123816847,107938.07830405551
2024-10-14,25127.94921875,0,-0.0028096049048969,0,0.58250386,0.33570212,0.081793964,2,0.1299290848929729,0.0,0.0,-0.0028096049048969,-0.0,0.0,0.0,-0.0,100561.60123816847,107634.8149498273
2024-10-15,25057.349609375,0,-0.0034340754096676,0,0.41080627,0.33945245,0.24974123,2,0.1300559444943735,0.0,0.0,-0.0034340754096676,-0.0,0.0,0.0,-0.0,100561.60123816847,107265.18887858398
2024-10-16,24971.30078125,2,-0.0088682273228345,0,0.5598763,0.34006158,0.100062065,2,0.1301871521727837,0.0,0.0,-0.0088682273228345,-0.0,0.0,0.0,-0.0,100561.60123816847,106313.93679978192
2024-10-17,24749.849609375,0,0.0042101739412401,1,0.419467,0.43973365,0.14079936,2,0.1332649393123717,0.0,0.0,0.0042101739412401,0.0,0.0,0.0,0.0,100561.60123816847,106761.536966087
2024-10-18,24854.05078125,0,-0.0029351823779982,0,0.75532633,0.15175827,0.09291538,2,0.1343438993046455,0.0,0.0,-0.0029351823779982,-0.0,0.0,0.0,-0.0,100561.60123816847,106448.17238413615
2024-10-21,24781.099609375,2,-0.0124691803378693,1,0.39082897,0.46841243,0.14075856,2,0.1207832353312366,0.0,0.0,-0.0124691803378693,-0.0,0.0,0.0,-0.0,100561.60123816847,105120.85092604178
2024-10-22,24472.099609375,0,-0.0014955647434917,0,0.59414643,0.21317257,0.19268101,2,0.1226882348245387,0.0,0.0,-0.0014955647434917,-0.0,0.0,0.0,-0.0,100561.60123816847,104963.63588759095
2024-10-23,24435.5,0,-0.0014773427748562,0,0.6941459,0.18159401,0.12426004,1,0.1223147845417848,0.0,0.0,-0.0014773427748562,-0.0,0.0,0.0,-0.0,100561.60123816847,104808.56861848978
2024-10-24,24399.400390625,2,-0.0089592205494931,0,0.7707596,0.17765965,0.05158076,2,0.1207806977043406,0.0,0.0,-0.0089592205494931,-0.0,0.0,0.0,-0.0,100561.60123816847,103869.56553676006
2024-10-25,24180.80078125,1,0.0065485676346082,0,0.4894024,0.19869083,0.31190675,1,0.1146665222751917,0.0,0.0,0.0065485676346082,0.0,0.0,0.0,0.0,100561.60123816847,104549.7624118549
2024-10-28,24339.150390625,1,0.0052466588480091,0,0.43052384,0.24378829,0.3256879,2,0.1204011716910464,0.0,0.0,0.0052466588480091,0.0,0.0,0.0,0.0,100561.60123816847,105098.29934787031
2024-10-29,24466.849609375,2,-0.0051498252538292,0,0.6485965,0.26596078,0.08544269,1,0.1175796353558706,0.0,0.0,-0.0051498252538292,-0.0,0.0,0.0,-0.0,100561.60123816847,104557.06147175415
2024-10-30,24340.849609375,2,-0.005566773640794,1,0.3149111,0.37225896,0.3128299,2,0.1176122227100159,0.0,0.0,-0.005566773640794,-0.0,0.0,0.0,-0.0,100561.60123816847,103975.0159779943
2024-10-31,24205.349609375,0,0.0040900049616161,2,0.31299964,0.27662498,0.4103754,1,0.0959816479286101,0.0,0.0,0.0040900049616161,0.0,0.0,0.0,0.0,100561.60123816847,104400.27430922842
2024-11-01,24304.349609375,2,-0.0127137736646451,1,0.37525526,0.3779095,0.24683523,2,0.0943545774883194,0.0,0.0,-0.0127137736646451,-0.0,0.0,0.0,-0.0,100561.60123816847,103072.95285113403
2024-11-04,23995.349609375,1,0.0090830588186072,1,0.27825242,0.50346106,0.2182865,1,0.0994298703176185,0.0,0.0,0.0090830588186072,0.0,0.0,0.0,0.0,100561.60123816847,104009.17054448841
