Date,Close,Actual,Future_Return,Prediction,HOLD_Probability,BUY_Probability,SELL_Probability,Regime,Position,Market_Return,Strategy_Return,Trade,Transaction_Cost,Strategy_Return_After_Cost,Strategy_Equity,Buy_Hold_Equity
2024-07-24,24413.5,0,-0.0003031269840456,0,0.7517176,0.15138431,0.09689808,0,1.0,-0.0003031269840456,-0.0003031269840456,0.0,0.0,-0.0003031269840456,100237.79373284902,104837.34537188553
2024-07-25,24406.099609375,1,0.0175673297602745,0,0.85026956,0.086353496,0.06337699,0,1.0,0.0175673297602745,0.0175673297602745,0.0,0.0,0.0175673297602745,101998.70410979637,106679.05758922525
2024-07-26,24834.849609375,0,5.03324972633834e-05,1,0.4002496,0.48742342,0.11232699,0,1.0,5.03324972633834e-05,5.03324972633834e-05,0.0,0.0,5.03324972633834e-05,102003.83795929185,106684.42701259941
2024-07-29,24836.099609375,0,0.0008536433743,0,0.54282105,0.33170635,0.12547264,2,1.0,0.0008536433743,0.0008536433743,0.0,0.0,0.0008536433743,102090.91285971897,106775.49746685973
2024-07-30,24857.30078125,0,0.0037755350108565,0,0.7765414,0.13167563,0.09178295,1,1.0,0.0037755350108565,0.0037755350108565,0.0,0.0,0.0037755350108565,102476.36067551114,107178.63209584748
2024-07-31,24951.150390625,0,0.0023946791656728,0,0.8369347,0.09750999,0.065555386,1,1.0,0.0023946791656728,0.0023946791656728,0.0,0.0,0.0023946791656728,102721.75868139474,107435.29053313272
2024-08-01,25010.900390625,2,-0.0117229354919546,0,0.8521353,0.092673965,0.0551908,1,1.0,-0.0117229354919546,-0.0117229354919546,0.0,0.0,-0.0117229354919546,101517.55813075263,106175.8335526534
2024-08-02,24717.69921875,2,-0.0267864578946228,0,0.61526215,0.21377908,0.17095873,1,1.0,-0.0267864578946228,-0.0267864578946228,0.0,0.0,-0.0267864578946228,98798.26233431831,103331.7590577688
2024-08-05,24055.599609375,0,-0.0026209626510589,1,0.11230839,0.82560456,0.062087063,2,1.0,-0.0026209626510589,-0.0026209626510589,0.0,0.0,-0.0026209626510589,98539.31577875053,103060.93037661015
2024-08-06,23992.55078125,1,0.0127101624804444,1,0.32230628,0.5936478,0.08404593,2,1.0,0.0127101624804444,0.0127101624804444,0.0,0.0,0.0127101624804444,99791.76649301028,104370.85154708264
2024-08-07,24297.5,2,-0.007428747813561,1,0.2502197,0.47301847,0.27676183,2,1.0,-0.007428747813561,-0.007428747813561,0.0,0.0,-0.007428747813561,99050.43862586394,103595.50681185274
2024-08-08,24117.0,1,0.0103868640378157,1,0.40372187,0.46958598,0.12669213,2,1.0,0.0103868640378157,0.0103868640378157,0.0,0.0,0.0103868640378157,100079.26206475681,104671.53925603608
2024-08-09,24367.5,0,-0.0008412844977941,1,0.17070752,0.4993482,0.32994425,2,1.0,-0.0008412844977941,-0.0008412844977941,0.0,0.0,-0.0008412844977941,99995.06693303106,104583.48071269972
2024-08-12,24347.0,2,-0.0085431469996303,0,0.5274367,0.3818441,0.09071918,2,1.0,-0.0085431469996303,-0.0085431469996303,0.0,0.0,-0.0085431469996303,99140.79437698431,103690.00866323811
2024-08-13,24139.0,0,0.0001967769998756,0,0.36805257,0.34711918,0.28482822,2,1.0,0.0001967769998756,0.0001967769998756,0.0,0.0,0.0001967769998756,99160.3030050671,103710.41247205995
2024-08-14,24143.75,1,0.0164597624902924,0,0.41055945,0.3157957,0.27364483,2,1.0,0.0164597624902924,0.0164597624902924,0.0,0.0,0.0164597624902924,100792.45804099593,105417.46122912032
2024-08-16,24541.150390625,0,0.0012835584110202,2,0.29814878,0.2514537,0.45039758,2,1.0,0.0012835584110202,0.0012835584110202,0.0,0.0,0.0012835584110202,100921.83104828185,105552.77069814937
2024-08-19,24572.650390625,1,0.0051357593399101,0,0.42051148,0.38516453,0.19432396,2,0.0,0.0051357593399101,0.0,1.0,0.001,-0.001,100820.90921723357,106094.86432611578
2024-08-20,24698.849609375,0,0.0028887826964991,0,0.54801416,0.34625763,0.10572822,2,0.0,0.0028887826964991,0.0,0.0,0.0,0.0,100820.90921723357,106401.34933436848
2024-08-21,24770.19921875,0,0.0016673576536574,0,0.6002529,0.2386395,0.16110757,2,0.0,0.0016673576536574,0.0,0.0,0.0,0.0,100820.90921723357,106578.75843854064
2024-08-22,24811.5,0,0.0004695560778267,0,0.5068287,0.2971103,0.19606099,2,0.0,0.0004695560778267,0.0,0.0,0.0,0.0,100820.90921723357,106628.80314233268
2024-08-23,24823.150390625,1,0.007551387144671,0,0.5400988,0.31599215,0.14390904,2,0.0,0.007551387144671,0.0,0.0,0.0,0.0,100820.90921723357,107433.99851563336
2024-08-26,25010.599609375,0,0.000285894410237,0,0.5927476,0.118692644,0.2885597,2,0.0,0.000285894410237,0.0,0.0,0.0,0.0,100820.90921723357,107464.7132952784
2024-08-27,25017.75,0,0.0013830024432652,0,0.52664775,0.30095118,0.17240109,1,0.0,0.0013830024432652,0.0,0.0,0.0,0.0,100820.90921723357,107613.33725633057
2024-08-28,25052.349609375,0,0.0039756594063229,0,0.6884895,0.22479713,0.08671339,2,0.0,0.0039756594063229,0.0,0.0,0.0,0.0,100820.90921723357,108041.17123283952
2024-08-29,25151.94921875,0,0.0033377600735777,0,0.8497697,0.08487974,0.06535055,1,0.0,0.0033377600735777,0.0,0.0,0.0,0.0,100820.90921723357,108401.78674048306
2024-08-30,25235.900390625,0,0.0016959501132323,0,0.8964979,0.0636272,0.03987491,2,0.0,0.0016959501132323,0.0,0.0,0.0,0.0,100820.90921723357,108585.63076298017
2024-09-02,25278.69921875,0,4.550829989491412e-05,0,0.8122054,0.15044284,0.037351824,1,0.0,4.550829989491412e-05,0.0,0.0,0.0,0.0,100820.90921723357,108590.57231042921
2024-09-03,25279.849609375,0,-0.0032100820170585,0,0.7847566,0.08032026,0.13492312,2,0.0,-0.0032100820170585,-0.0,0.0,0.0,-0.0,100820.90921723357,108241.98766703342
2024-09-04,25198.69921875,0,-0.0021270784221717,0,0.5996309,0.039495233,0.36087388,1,0.0,-0.0021270784221717,-0.0,0.0,0.0,-0.0,100820.90921723357,108011.74847069388
2024-09-05,25145.099609375,2,-0.0116503502989019,0,0.8074775,0.08504513,0.10747738,2,0.0,-0.0116503502989019,-0.0,0.0,0.0,-0.0,100820.90921723357,106753.3737646134
2024-09-06,24852.150390625,0,0.0033900486950126,2,0.45635647,0.05597083,0.4876727,1,0.0,0.0033900486950126,0.0,0.0,0.0,0.0,100820.90921723357,107115.27290003233
2024-09-09,24936.400390625,0,0.0041986500501236,0,0.8251123,0.08607439,0.08881331,2,0.0,0.0041986500501236,0.0,0.0,0.0,0.0,100820.90921723357,107565.01244596306
2024-09-10,25041.099609375,0,-0.0048979634496194,0,0.8600266,0.040644582,0.09932886,1,0.0,-0.0048979634496194,-0.0,0.0,0.0,-0.0,100820.90921723357,107038.1629465449
2024-09-11,24918.44921875,1,0.0188796328272711,0,0.88375854,0.03342087,0.08282061,2,0.0,0.0188796328272711,0.0,0.0,0.0,0.0,100820.90921723357,109059.00416148127
2024-09-12,25388.900390625,0,-0.0012761636040355,0,0.901878,0.052020896,0.046101116,1,0.0,-0.0012761636040355,-0.0,0.0,0.0,-0.0,100820.90921723357,108919.82702967802
2024-09-13,25356.5,0,0.0010746751326089,0,0.81651247,0.10085232,0.082635276,2,0.0,0.0010746751326089,0.0,0.0,0.0,0.0,100820.90921723357,109036.88045923488
2024-09-16,25383.75,0,0.0013709866056039,0,0.7757466,0.133571,0.09068238,1,0.0,0.0013709866056039,0.0,0.0,0.0,0.0,100820.90921723357,109186.36856186132
2024-09-17,25418.55078125,0,-0.0016129951842196,0,0.77089745,0.058087874,0.17101464,2,0.0,-0.0016129951842196,-0.0,0.0,0.0,-0.0,100820.90921723357,109010.25147518862
2024-09-18,25377.55078125,0,0.0015072376499098,0,0.875697,0.062529735,0.0617733,1,0.0,0.0015072376499098,0.0,0.0,0.0,0.0,100820.90921723357,109174.55583043816
2024-09-19,25415.80078125,1,0.0147604413777415,0,0.8759609,0.054484785,0.06955431,2,0.0,0.0147604413777415,0.0,0.0,0.0,0.0,100820.90921723357,110786.0204617143
2024-09-20,25790.94921875,1,0.0057423850996662,0,0.83453274,0.14274144,0.022725778,1,0.0,0.0057423850996662,0.0,0.0,0.0,0.0,100820.90921723357,111422.19645486497
2024-09-23,25939.05078125,0,5.203002169906768e-05,0,0.8305986,0.14934559,0.020055776,2,0.0,5.203002169906768e-05,0.0,0.0,0.0,0.0,100820.90921723357,111427.99375416427
2024-09-24,25940.400390625,0,0.0024575565157058,0,0.5522441,0.38720986,0.06054596,1,0.0,0.0024575565157058,0.0,0.0,0.0,0.0,100820.90921723357,111701.83434624685
2024-09-25,26004.150390625,1,0.008148714241454,0,0.9166551,0.046424,0.03692084,1,0.0,0.008148714241454,0.0,0.0,0.0,0.0,100820.90921723357,112612.06067458064
2024-09-26,26216.05078125,0,-0.0014152231703233,0,0.7273478,0.24189958,0.030752629,1,0.0,-0.0014152231703233,-0.0,0.0,0.0,-0.0,100820.90921723357,112452.68947705613
2024-09-27,26178.94921875,2,-0.0140609008520233,0,0.85922056,0.09499088,0.045788627,1,0.0,-0.0140609008520233,-0.0,0.0,0.0,-0.0,100820.90921723357,110871.50335977589
2024-09-30,25810.849609375,0,-0.0005404401234794,0,0.63789916,0.19838598,0.16371484,2,0.0,-0.0005404401234794,-0.0,0.0,0.0,-0.0,100820.90921723357,110811.58395080979
2024-10-01,25796.900390625,2,-0.0211963752609873,0,0.66865546,0.22217463,0.1091699,2,0.0,-0.0211963752609873,-0.0,0.0,0.0,-0.0,100820.90921723357,108462.78003412404
2024-10-03,25250.099609375,2,-0.0093266958801446,1,0.34151548,0.44621414,0.21227033,2,0.0,-0.0093266958801446,-0.0,0.0,0.0,-0.0,100820.90921723357,107451.18067043075
2024-10-04,25014.599609375,2,-0.0087488751686026,2,0.3187958,0.30602625,0.3751779,2,1.0,-0.0087488751686026,-0.0087488751686026,1.0,0.001,-0.009748875168602601,99838.01875888974,106511.10370402619
2024-10-07,24795.75,1,0.0087676473034692,2,0.16574767,0.23651075,0.59774154,2,0.0,0.0087676473034692,0.0,1.0,0.001,-0.001,99738.18074013086,107444.95549520632
2024-10-08,25013.150390625,0,-0.0012473907279866,1,0.30721626,0.3943871,0.29839665,2,0.0,-0.0012473907279866,-0.0,0.0,0.0,-0.0,99738.18074013086,107310.92965395265
2024-10-09,24981.94921875,0,0.0006604768849507,2,0.1969127,0.30779642,0.49529088,2,1.0,0.0006604768849507,0.0006604768849507,1.0,0.001,-0.00033952311504930005,99704.31732231661,107381.80604249168
2024-10-10,24998.44921875,0,-0.0013680536120755,1,0.30355468,0.37982878,0.3166165,2,0.0,-0.0013680536120755,-0.0,1.0,0.001,-0.001,99604.6130049943,107234.90197486406
2024-10-11,24964.25,1,0.0065573457544287,0,0.5686411,0.27942878,0.15193011,2,1.0,0.0065573457544287,0.0065573457544287,1.0,0.001,0.0055573457544287,100158.15027819911,107938.07830405551
2024-10-14,25127.94921875,0,-0.0028096049048969,0,0.58250386,0.33570212,0.081793964,2,1.0,-0.0028096049048969,-0.0028096049048969,0.0,0.0,-0.0028096049048969,99876.7454479121,107634.8149498273
2024-10-15,25057.349609375,0,-0.0034340754096676,0,0.41080627,0.33945245,0.24974123,2,1.0,-0.0034340754096676,-0.0034340754096676,0.0,0.0,-0.0034340754096676,99533.7611723718,107265.18887858398
2024-10-16,24971.30078125,2,-0.0088682273228345,0,0.5598763,0.34006158,0.100062065,2,1.0,-0.0088682273228345,-0.0088682273228345,0.0,0.0,-0.0088682273228345,98651.07315199848,106313.93679978192
2024-10-17,24749.849609375,0,0.0042101739412401,1,0.419467,0.43973365,0.14079936,2,1.0,0.0042101739412401,0.0042101739412401,0.0,0.0,0.0042101739412401,99066.4113294584,106761.536966087
2024-10-18,24854.05078125,0,-0.0029351823779982,0,0.75532633,0.15175827,0.09291538,2,1.0,-0.0029351823779982,-0.0029351823779982,0.0,0.0,-0.0029351823779982,98775.63334467265,106448.17238413615
2024-10-21,24781.099609375,2,-0.0124691803378693,1,0.39082897,0.46841243,0.14075856,2,1.0,-0.0124691803378693,-0.0124691803378693,0.0,0.0,-0.0124691803378693,97543.98215951068,105120.85092604178
2024-10-22,24472.099609375,0,-0.0014955647434917,0,0.59414643,0.21317257,0.19268101,2,1.0,-0.0014955647434917,-0.0014955647434917,0.0,0.0,-0.0014955647434917,97398.09881885313,104963.63588759095
2024-10-23,24435.5,0,-0.0014773427748562,0,0.6941459,0.18159401,0.12426004,1,1.0,-0.0014773427748562,-0.0014773427748562,0.0,0.0,-0.0014773427748562,97254.20844127837,104808.56861848978
2024-10-24,24399.400390625,2,-0.0089592205494931,0,0.7707596,0.17765965,0.05158076,2,1.0,-0.0089592205494931,-0.0089592205494931,0.0,0.0,-0.0089592205494931,96382.8865384866,103869.56553676006
2024-10-25,24180.80078125,1,0.0065485676346082,0,0.4894024,0.19869083,0.31190675,1,1.0,0.0065485676346082,0.0065485676346082,0.0,0.0,0.0065485676346082,97014.05638980264,104549.7624118549
2024-10-28,24339.150390625,1,0.0052466588480091,0,0.43052384,0.24378829,0.3256879,2,1.0,0.0052466588480091,0.0052466588480091,0.0,0.0,0.0052466588480091,97523.05604714145,105098.29934787031
2024-10-29,24466.849609375,2,-0.0051498252538292,0,0.6485965,0.26596078,0.08544269,1,1.0,-0.0051498252538292,-0.0051498252538292,0.0,0.0,-0.0051498252538292,97020.82935027928,104557.06147175415
2024-10-30,24340.849609375,2,-0.005566773640794,1,0.3149111,0.37225896,0.3128299,2,1.0,-0.005566773640794,-0.005566773640794,0.0,0.0,-0.005566773640794,96480.73635484416,103975.0159779943
2024-10-31,24205.349609375,0,0.0040900049616161,2,0.31299964,0.27662498,0.4103754,1,1.0,0.0040900049616161,0.0040900049616161,0.0,0.0,0.0040900049616161,96875.34304523586,104400.27430922842
2024-11-01,24304.349609375,2,-0.0127137736646451,1,0.37525526,0.3779095,0.24683523,2,0.0,-0.0127137736646451,-0.0,1.0,0.001,-0.001,96778.46770219062,103072.95285113403
2024-11-04,23995.349609375,1,0.0090830588186072,1,0.27825242,0.50346106,0.2182865,1,1.0,0.0090830588186072,0.0090830588186072,1.0,0.001,0.0080830588186072,97560.7337490021,104009.17054448841
2024-11-05,24213.30078125,1,0.0111818707596305,1,0.3752997,0.413374,0.21132632,2,1.0,0.0111818707596305,0.0111818707596305,0.0,0.0,0.0111818707596305,98651.64526499817,105172.18764733325
2024-11-06,24484.05078125,2,-0.0116280257061476,1,0.30481926,0.56343406,0.13174666,1,1.0,-0.0116280257061476,-0.0116280257061476,0.0,0.0,-0.0116280257061476,97504.52139790301,103949.24274579827
2024-11-07,24199.349609375,0,-0.0021137093124677,0,0.4498355,0.3556806,0.19448385,2,1.0,-0.0021137093124677,-0.0021137093124677,0.0,0.0,-0.0021137093124677,97298.42518301656,103729.52426338251
2024-11-08,24148.19921875,0,-0.0002856708874028,0,0.58691514,0.25904438,0.15404049,1,1.0,-0.0002856708874028,-0.0002856708874028,0.0,0.0,-0.0002856708874028,97270.62985555163,103699.89175813632
2024-11-11,24141.30078125,2,-0.0106809307765333,1,0.391295,0.42383772,0.18486726,2,1.0,-0.0106809307765333,-0.0106809307765333,0.0,0.0,-0.0106809307765333,96231.68899147469,102592.28039273366
2024-11-12,23883.44921875,2,-0.0135825623229214,0,0.5955538,0.24868935,0.15575679,1,1.0,-0.0135825623229214,-0.0135825623229214,0.0,0.0,-0.0135825623229214,94924.61607830798,101198.81435044872
2024-11-13,23559.05078125,0,-0.0011185324376894,1,0.39272794,0.41480696,0.19246511,2,1.0,-0.0011185324376894,-0.0011185324376894,0.0,0.0,-0.0011185324376894,94818.43981608919,101085.62019394204
2024-11-14,23532.69921875,0,-0.0033527151631265,0,0.39248866,0.37414676,0.23336461,1,1.0,-0.0033527151631265,-0.0033527151631265,0.0,0.0,-0.0033527151631265,94500.54059517379,100746.70890234376
2024-11-18,23453.80078125,0,0.0027585814066317,0,0.6487976,0.20058727,0.15061519,2,1.0,0.0027585814066317,0.0027585814066317,0.0,0.0,0.0027585814066317,94761.22802937629,101024.62690030111
2024-11-19,23518.5,2,-0.0071688079331164,0,0.7483153,0.12023387,0.13145085,1,1.0,-0.0071688079331164,-0.0071688079331164,0.0,0.0,-0.0071688079331164,94081.90298612745,100300.40075353812
2024-11-21,23349.900390625,1,0.0238694641112378,1,0.4519609,0.46525478,0.08278438,2,1.0,0.0238694641112378,0.0238694641112378,0.0,0.0,0.0238694641112378,96327.58759297176,102694.51756966747
2024-11-22,23907.25,1,0.0131612958673623,0,0.5030131,0.2013005,0.2956864,2,1.0,0.0131612958673623,0.0131612958673623,0.0,0.0,0.0131612958673623,97595.38347347213,104046.1104993579
2024-11-25,24221.900390625,0,-0.0011312238174179,1,0.22884825,0.6891385,0.08201324,2,1.0,-0.0011312238174179,-0.0011312238174179,0.0,0.0,-0.0011312238174179,97484.9812512169,103928.41106105133
2024-11-26,24194.5,0,0.0033230854378061,1,0.23387876,0.6550722,0.11104899,2,1.0,0.0033230854378061,0.0033230854378061,0.0,0.0,0.0033230854378061,97808.93217281763,104273.77405042264
2024-11-27,24274.900390625,2,-0.0148610290544929,0,0.6123627,0.3137849,0.07385243,2,1.0,-0.0148610290544929,-0.0148610290544929,0.0,0.0,-0.0148610290544929,96355.39079000846,102724.15846463767
2024-11-28,23914.150390625,1,0.0090720019405352,1,0.38609105,0.47620472,0.13770421,2,1.0,0.0090720019405352,0.0090720019405352,0.0,0.0,0.0090720019405352,97229.52708223644,103656.07222956872
2024-11-29,24131.099609375,1,0.0060068200049485,1,0.28602627,0.6873634,0.026610382,2,1.0,0.0060068200049485,0.0060068200049485,0.0,0.0,0.0060068200049485,97813.56735058571,104278.71559787169
2024-12-02,24276.05078125,1,0.0074600111445999,1,0.256731,0.68525034,0.058018617,2,1.0,0.0074600111445999,0.0074600111445999,0.0,0.0,0.0074600111445999,98543.25765311415,105056.63597837638
2024-12-03,24457.150390625,0,0.0004210968146538,0,0.45142442,0.3835443,0.16503131,2,1.0,0.0004210968146538,0.0004210968146538,0.0,0.0,0.0004210968146538,98584.75390501748,105100.87499314513
2024-12-04,24467.44921875,1,0.0098478255628851,1,0.30201098,0.57716393,0.120825045,2,1.0,0.0098478255628851,0.0098478255628851,0.0,0.0,0.0098478255628851,99555.59936463405,106135.89007658421
2024-12-05,24708.400390625,0,-0.0012384293961259,1,0.3519942,0.5955313,0.052474566,2,1.0,-0.0012384293961259,-0.0012384293961259,0.0,0.0,-0.0012384293961259,99432.30678383194,106004.44827032938
2024-12-06,24677.80078125,0,-0.0023827399277279,1,0.2992288,0.64411765,0.056653623,2,1.0,-0.0023827399277279,-0.0023827399277279,0.0,0.0,-0.0023827399277279,99195.38545635203,105751.8672389189
2024-12-09,24619.0,0,-0.00036350862139,0,0.63012934,0.25087488,0.11899582,2,1.0,-0.00036350862139,-0.00036350862139,0.0,0.0,-0.00036350862139,99159.32707853655,105713.42552344946
2024-12-10,24610.05078125,0,0.0012901233029631,0,0.5396892,0.36507738,0.09523342,2,1.0,0.0012901233029631,0.0012901233029631,0.0,0.0,0.0012901233029631,99287.25483710671,105849.80887715334
2024-12-11,24641.80078125,0,-0.0037781963796591,0,0.51341194,0.38189074,0.10469733,2,1.0,-0.0037781963796591,-0.0037781963796591,0.0,0.0,-0.0037781963796591,98912.12809033487,105449.88751246607
2024-12-12,24548.69921875,1,0.0089455478085889,0,0.80006033,0.11601492,0.0839247,2,1.0,0.0089455478085889,0.0089455478085889,0.0,0.0,0.0089455478085889,99796.95126101622,106393.19452261915
2024-12-13,24768.30078125,0,-0.0040394689217332,0,0.814437,0.11979158,0.06577142,2,1.0,-0.0040394689217332,-0.0040394689217332,0.0,0.0,-0.0040394689217332,99393.82457791362,105963.42251986111
2024-12-16,24668.25,2,-0.0134687300477334,0,0.6054569,0.33764505,0.056898054,2,1.0,-0.0134687300477334,-0.0134687300477334,0.0,0.0,-0.0134687300477334,98055.11598626192,104536.22978700718
2024-12-17,24336.0,2,-0.0056356998120069,0,0.479204,0.39802736,0.12276865,2,1.0,-0.0056356998120069,-0.0056356998120069,0.0,0.0,-0.0056356998120069,97502.50678753183,103947.09497644866
2024-12-18,24198.849609375,2,-0.010213311567061,0,0.6331404,0.18880749,0.17805213,2,1.0,-0.010213311567061,-0.010213311567061,0.0,0.0,-0.010213311567061,96506.6833071413,102885.4509089633
2024-12-19,23951.69921875,2,-0.0152055691508056,0,0.46219957,0.1748514,0.36294898,2,1.0,-0.0152055691508056,-0.0152055691508056,0.0,0.0,-0.0152055691508056,95039.24426059966,101321.01907055524
2024-12-20,23587.5,1,0.0070354729729729,1,0.1724526,0.5258642,0.30168322,2,1.0,0.0070354729729729,0.0070354729729729,0.0,0.0,0.0070354729729729,95707.89029496688,102033.8603618202
2024-12-23,23753.44921875,0,-0.0010861087115143,2,0.33465374,0.31836724,0.34697905,2,1.0,-0.0010861087115143,-0.0010861087115143,0.0,0.0,-0.0010861087115143,95603.94112155687,101923.0404972118
2024-12-24,23727.650390625,0,0.0009503186263191,0,0.5590646,0.18196785,0.2589675,2,0.0,0.0009503186263191,0.0,1.0,0.001,-0.001,95508.33718043531,102019.89986104738
2024-12-26,23750.19921875,0,0.002661079652128,0,0.47566456,0.35085723,0.1734782,2,0.0,0.002661079652128,0.0,0.0,0.0,0.0,95508.33718043531,102291.38294067974
2024-12-27,23813.400390625,2,-0.0070758479358679,0,0.5427705,0.25338608,0.20384346,2,0.0,-0.0070758479358679,-0.0,0.0,0.0,-0.0,95508.33718043531,101567.58466984186
2024-12-30,23644.900390625,0,-4.212721278373799e-06,1,0.12733659,0.84874094,0.023922456,2,0.0,-4.212721278373799e-06,-0.0,0.0,0.0,-0.0,95508.33718043531,101567.15679391673
2024-12-31,23644.80078125,0,0.0041488871182535,0,0.4918245,0.24642067,0.26175484,2,1.0,0.0041488871182535,0.0041488871182535,1.0,0.001,0.0031488871182535003,95809.0821530686,101988.54746237665
2025-01-01,23742.900390625,1,0.0187740331916654,0,0.6020865,0.24085616,0.15705736,2,1.0,0.0187740331916654,0.0187740331916654,0.0,0.0,0.0187740331916654,97607.8050414733,103903.28383760505
2025-01-02,24188.650390625,2,-0.0076027553276091,0,0.556177,0.33356184,0.110261165,2,1.0,-0.0076027553276091,-0.0076027553276091,0.0,0.0,-0.0076027553276091,96865.71678167801,103113.33259285262
